row_id,boardgame,release_year,min_players,max_players,min_playtime,max_playtime,minimum_age,avg_rating,num_ratings,complexity,rank_overall,owned,wishlisted,total_plays,fans,page_views,amazon_price,std_deviation,comments,monthly_plays,previously_owned,for_trade,want_trade,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,categories,mechanics,families,designers,artists,publishers,solo_designers,developers,graphic_designers,sculptors,editors,writers,insert_designers,rank_strategy,rank_thematic,rank_family,rank_war,rank_customizable,rank_abstract,rank_party,rank_childrens,url,description
196,Star Wars: X-Wing Miniatures Game,2012,2,2,30,45,14,7.626,25354,2.5,196,41302,2259,105223,3383,3404359,59.99,1.44,4139,24,4983,856,259,81,97,154,327,946,2800,6100,7900,4700,2400,Aviation / Flight; Bluffing; Collectible Components; Miniatures; Movies / TV / Radio theme; Science Fiction; Wargame,Action Queue; Critical Hits and Failures; Dice Rolling; Line of Sight; Movement Template; Player Elimination; Simulation; Simultaneous Action Selection; Variable Player Powers,Components: Polyhedral (not D6) dice; Game: Star Wars X-Wing Miniatures Game; Movies: Star Wars; Players: Two-Player Only Games; Players: Wargames with Rules Supporting Only Two Players; Series: FlightPath (Fantasy Flight Game); Space: Asteroids,Jay Little,Matt Allsopp; Sacha Angel Diener; Jon Bosco; Matt Bradbury; Blake Henriksen; Jason Juta; Lucasfilm Ltd.; Henning Ludvigsen; Jorge Maese; Dallas Mehlhoff; Scott Murphy; David Auden Nash; Vlad Ricean; Matthew Starbuck; Nicholas Stohlman; Angela Sung,Fantasy Flight Games; cutia.ro; Edge Entertainment; Galakta; Galápagos Jogos; Giochi Uniti; Heidelberger Spieleverlag; Hobby World; Korea Boardgames; Martinex; Peliko Oy; Stratelibri; Wargames Club Publishing,,,,,['Adam Baker'],,,,,,61,14,,,,https://boardgamegeek.com/boardgame/103885/star-wars-x-wing-miniatures-game,Pilot your ships in tight arcs to take out the enemy! The universe can be yours.
197,That's Pretty Clever!,2018,1,4,30,30,8,7.559,26634,1.86,197,43970,3268,346543,936,1153301,19.99,1.13,3617,1560,2274,286,344,21,25,77,201,610,2500,7800,10000,3800,1200,Dice; Number,Dice Rolling; Paper-and-Pencil; Re-rolling and Locking; Solo / Solitaire Game,Category: Color; Digital Implementations: BrettspielWelt; Digital Implementations: Google Play; Digital Implementations: Steam; Game: Ganz Schön Clever; Mechanism: Dice Drafting; Mechanism: Roll-and-Write; Players: Games with Solitaire Rules; Series: Klein & Fein (Schmidt Spiele),Wolfgang Warsch,Leon Schiffer,"Schmidt Spiele; 999 Games; Arclight Games; Brain Games; CMYK; Compaya.hu: Gamer Café Kft.; Devir; G3; Kaissa Chess & Games; Korea Boardgames; Lautapelit.fi; Lavka Games; Stronghold Games; Swan Panasia Co., Ltd.; Vennerød Forlag AS; YellowBOX",,,,,,,,,,32,,,,,,https://boardgamegeek.com/boardgame/244522/thats-pretty-clever,"Draft dice to mark numbers on your scoresheet, comboing bonuses to power your points."
198,Radlands,2021,2,2,20,40,14,7.774,12958,2.26,198,25875,4867,52901,1391,1179180,24.95,1.32,2060,487,1873,272,426,19,28,69,142,387,978,2800,4700,2700,1100,Card Game; Fighting; Science Fiction,Action Points; Action Queue; Hand Management; Multi-Use Cards; Take That; Variable Player Powers,Card Games: Lane Battler; Category: Two-Player Fighting Games; Components: PVC Cards; Crowdfunding: Kickstarter; Crowdfunding: Spieleschmiede; Misc: Eastar Game Manufacturing; Misc: Watch It Played How To Videos; Players: Two-Player Only Games; Theme: Post-Apocalyptic,Daniel Piechnick,Delia Arnone; Lina Cossette; Damien Mammoliti; Manny Trembley,Roxley; CoolPlay; Galápagos Jogos; Geekach LLC; Gém Klub Kft.; Grimspire; Lavka Games; Lotus Frog Games; Lucky Duck Games; Maldito Games; Rawstone; TLAMA games,,,['Gui Landgraf'],,,,,149,,,,,,,,https://boardgamegeek.com/boardgame/329082/radlands,Post-apocalyptic bands of punks fight to destroy the rival tribe's camps.
199,Jaipur,2009,2,2,30,30,10,7.483,55706,1.46,199,90516,8352,286135,2330,2005441,26.99,1.11,8700,1181,5386,653,880,46,53,164,367,1400,5600,18000,21000,7100,2100,Arabian; Card Game; Economic,End Game Bonuses; Hand Management; Hidden Victory Points; Market; Open Drafting; Race; Score-and-Reset Game; Set Collection; Sudden Death Ending; Turn Order: Progressive; Variable Set-up,Animals: Camels; Country: India; Digital Implementations: Apple App Store; Digital Implementations: Board Game Arena; Digital Implementations: Google Play; Misc: Made by Panda; Misc: Watch It Played How To Videos; Occupation: Merchant; Players: Two-Player Only Games; Series: Two-player games (Space Cowboys); Theme: Deserts; Theme: Jewels,Sébastien Pauchon,Vincent Dutrait; Alexandre Roche,GameWorks SàRL; Space Cowboys; ADC Blackfire Entertainment; Boardgame Space; cutia.ro; Esdevium; Galápagos Jogos; Gém Klub Kft.; Hobby Japan; KADABRA; Kaissa Chess & Games; Korea Boardgames; Lord of Boards; Rebel Sp. z o.o.; Siam Board Games; Yes Papa Games,,,,,,,,,,38,,,,,,https://boardgamegeek.com/boardgame/54043/jaipur,Trade and sell goods to become the most wealthy merchant in this short game for two.
200,Welcome To...,2018,1,100,25,25,10,7.514,33479,1.84,200,52638,5528,305004,1460,1662446,43.49,1.14,4323,1015,3940,616,458,31,47,99,300,892,3200,10000,13000,4700,1300,City Building,Bingo; Contracts; End Game Bonuses; Multi-Use Cards; Open Drafting; Paper-and-Pencil; Pattern Building; Simultaneous Action Selection; Solo / Solitaire Game,Decades: The 1950's; Digital Implementations: Board Game Arena; Mechanism: Flip-and-Write; Players: Games with Solitaire Rules; Series: Welcome To ...; Theme: Construction; Theme: Retro,Benoit Turpin,Anne Heidsieck,Blue Cocker Games; Broadway Toys LTD; Deep Water Games; Dude Games; Engames; Fever Games; GateOnGames; Gém Klub Kft.; Hid Konem (Хід Конем); Jumping Turtle Games; Kaissa Chess & Games; Lautapelit.fi; Lifestyle Boardgames Ltd; Lord of Boards; Ludofy Creative; Pegasus Spiele; Rebel Sp. z o.o.; REXhry; SD Games; sternenschimmermeer,,,,,['Travis D. Hill'],,,,,37,,,,,,https://boardgamegeek.com/boardgame/233867/welcome-to,"Design the most appealing 1950s neighborhood, with fences, parks, and swimming pools."
201,Earth,2023,1,5,45,90,13,7.635,19070,2.9,201,31138,6360,100395,1960,1970167,39.95,1.44,3078,987,2375,408,532,46,78,176,313,729,1700,4200,6200,4100,1500,Animals; Card Game; Environmental,Contracts; End Game Bonuses; Follow; Hand Management; Pattern Building; Solo / Solitaire Game; Tags; Team-Based Game; Tile Placement; Variable Set-up; Victory Points as a Resource,Crowdfunding: Kickstarter; Digital Implementations: Board Game Arena; Digital Implementations: TableTop Simulator Mod (TTS); Digital Implementations: Tabletopia; Mechanism: Tableau Building; Theme: Ecology; Theme: Nature,Maxime Tardif,M81 Studio; Conor McGoey; Yulia Sozonik; Kenneth Spond,Inside Up Games; Board Game Rookie; CoolPlay; Gém Klub Kft.; Geronimo Games; Lucky Duck Games; Ludofun; Maldito Games; MINDOK; Rawstone; リゴレ (rigoler); Skellig Games; Tabletop KZ; Yellowstar Games; Ігромаг,['Maxime Tardif'],['Conor McGoey'],"['M81 Studio', 'Yulia Sozonik', 'Kenneth Spond']",,['Dan Mansfield'],,,158,,,,,,,,https://boardgamegeek.com/boardgame/350184/earth,"Strategically grow your ecosystem card engine with unique flora, fauna, and terrains."
202,Star Wars: Outer Rim,2019,1,4,120,180,14,7.74,14222,2.58,202,26430,4604,37871,1422,1497955,80.0,1.30,2208,180,1839,231,627,24,33,74,161,406,1100,3100,5300,2900,1100,Adventure; Exploration; Movies / TV / Radio theme; Science Fiction; Space Exploration,Dice Rolling; Die Icon Resolution; Modular Board; Narrative Choice / Paragraph; Pick-up and Deliver; Point to Point Movement; Race; Solo / Solitaire Game; Take That; Trading; Variable Player Powers,Components: Dice with Icons; Components: Standees; Mechanism: Artificial Player; Movies: Star Wars; Players: Games with Solitaire Rules,Corey Konieczka; Tony Fanchi,Borja Pindado Arribas; Balaskas; Tiziano Baracchi; Bernard Bittler; Colin Boyer; Matt Bradbury; Mark Bulahao; Adam Burn; J. B. Casacop; Alexandre Dainche; Anthony Devine; Aurore Folny; Mariusz Gandzel; Caitlin Ginther; Zach Graves; Marko Horvatin; Audrey Hotte; Rafał Hrynkiewicz; Joel Hustak; Łukasz Jaskólski; Jeff Lee Johnson; Jason Juta; David Kegg; Yigit Koroglu; Sam Lamont; Adam Lane; Ignacio Bazán Lazcano; Antonio José Manzanedo; Mark Molnar; Toujer Moua; Reiko Murakami; Jake Murray; Ameen Naksewee; David Auden Nash; Mike Nash; Maciej Rebisz; Emilio Rodriguez; Alexandru Sabo; Michael Silsby; Stephen Somers; Jonas Springborg; Nicholas Stohlman; Darren Tan; Francisco Rico Torres; Andreia Ugrai; Ryan Valle; Magali Villeneuve; Jimmy Zhang; Ben Zweifel,Fantasy Flight Games; ADC Blackfire Entertainment; Delta Vision Publishing; Edge Entertainment; Galápagos Jogos; Hobby World; Kilogames; Rebel Sp. z o.o.,,,,,,['Adam Baker'],,,45,,,,,,,https://boardgamegeek.com/boardgame/271896/star-wars-outer-rim,Star Wars characters race across the galaxy trying to achieve the most fame!
203,Welcome to the Moon,2021,1,6,25,30,10,7.889,8461,2.45,203,18935,3665,81134,677,629270,44.99,1.17,1153,1411,1312,194,394,7,3,22,57,170,552,1700,3400,2000,674,City Building; Science Fiction,Bingo; Narrative Choice / Paragraph; Paper-and-Pencil; Pattern Building; Race; Scenario / Mission / Campaign Game; Simultaneous Action Selection; Solo / Solitaire Game,Components: Dry Erase Markers / Dry Erase Surfaces; Digital Implementations: Board Game Arena; Digital Implementations: TableTop Simulator Mod (TTS); Mechanism: Campaign Games; Mechanism: Flip-and-Write; Players: Games with Solitaire Rules; Series: Alexis Solo Mode; Series: Welcome To ...; Space: Colonization / Extraterrestrial Colonisation; Space: Earth's Moon,Alexis Allard; Benoit Turpin,Anne Heidsieck,Blue Cocker Games; Engames; Gém Klub Kft.; Jumping Turtle Games; Lifestyle Boardgames Ltd; Pegasus Spiele; REXhry; SD Games,['Alexis Allard'],,"['Anne Heidsieck', 'Jessy Töpfer']",,['Dominique Bodin'],,,,43,23,,,,,,https://boardgamegeek.com/boardgame/339789/welcome-to-the-moon,Escape from Earth and plan the humankind journey to the moon to save humanity.
204,Great Western Trail: Argentina,2022,1,4,75,150,12,8.248,4892,3.91,204,8688,1529,14315,441,512696,59.99,1.23,690,142,727,121,248,9,5,20,23,67,216,621,1600,1600,740,Animals; Economic,"Deck, Bag, and Pool Building; Hand Management; Ownership; Set Collection; Solo / Solitaire Game; Track Movement; Variable Set-up",Animals: Cattle / Cows; Components: Control Boards; Country: Argentina; Game: Great Western Trail; Mechanism: Tableau Building; Players: Games with Solitaire Rules,Alexander Pfister,Chris Quilliams,eggertspiele; Arclight Games; Delta Vision Publishing; Ediciones MasQueOca; Galápagos Jogos; Ghenos Games; Lookout Games; Rebel Sp. z o.o.; Yayoi The Dreamer; Zvezda,"['Wil Gerken', 'Steve Schlepphorst']",['André Bierth'],,,,,,104,,,,,,,,https://boardgamegeek.com/boardgame/364011/great-western-trail-argentina,Travel the beautiful plains of the Pampas with your cattle.
205,Dune,2019,2,6,120,180,14,7.924,10081,3.98,205,21413,5116,13367,1474,1971568,,1.61,2027,71,1445,304,410,38,59,94,152,332,857,1700,2700,2300,1800,Bluffing; Fighting; Negotiation; Novel-based; Political; Science Fiction; Wargame,Alliances; Area Majority / Influence; Area Movement; Auction / Bidding; Bribery; Card Play Conflict Resolution; Force Commitment; Map Deformation; Negotiation; Predictive Bid; Roles with Asymmetric Information; Take That; Variable Player Powers,Animals: Worms; Books: Dune; Components: Player Screens; Theme: Deserts,Bill Eberle; Jack Kittredge; Peter Olotka,Ilya Baranovsky,"Gale Force Nine, LLC; Lavka Games; Surfin' Meeple China",,,"['Casey Davies', 'Victor Pesch']",,,,,150,48,,,,,,,https://boardgamegeek.com/boardgame/283355/dune,Wildly different factions vie for control of Arrakis through alliance and treachery.
206,This War of Mine: The Board Game,2017,1,6,45,120,18,7.766,14108,3.33,206,26504,6621,28377,1865,1919345,65.88,1.56,2616,80,3907,420,550,60,72,158,233,505,1200,2700,4400,3100,1700,Adventure; Exploration; Mature / Adult; Modern Warfare; Video Game Theme,Action Points; Cooperative Game; Dice Rolling; Events; Grid Movement; Narrative Choice / Paragraph; Push Your Luck; Role Playing; Scenario / Mission / Campaign Game; Simulation; Solo / Solitaire Game; Storytelling; Variable Player Powers; Worker Placement,Components: Miniatures; Crowdfunding: Kickstarter; Game: This War of Mine (Awaken Realms); Mechanism: Campaign Games; Players: Games with Solitaire Rules; Theme: Survival,Michał Oracz; Jakub Wiśniewski,Piotr Gacek; Maszrum; Paweł Niziołek; Michał Oracz; Jakub Wiśniewski,"Awaken Realms; 11 bit studios; Albi; Ares Games; asmodee; CrowD Games; Edge Entertainment; Elznir Games; Galakta; Galápagos Jogos; MYBG Co., Ltd.; Pendragon Game Studio; Summon Games; Ігромаг",,,,,,,,,49,,,,,,,https://boardgamegeek.com/boardgame/188920/this-war-of-mine-the-board-game,Civilians trapped in a war-torn city must make difficult decisions to survive.
207,Chaos in the Old World,2009,3,4,60,120,13,7.659,15989,3.2,207,16311,4343,28829,1381,1824533,,1.48,3210,44,2624,274,846,70,56,132,263,590,1500,3500,5000,3300,1500,Fantasy; Fighting; Horror; Mythology; Wargame,Action Points; Area Majority / Influence; Area Movement; Dice Rolling; Events; Hand Management; Role Playing; Take That; Variable Player Powers,Components: Control Boards; Components: Miniatures; Digital Implementations: VASSAL; Setting: Warhammer Fantasy Board Games; Theme: Villainy,Eric M. Lang,Tim Arney-O'Neil; Kevin Childress; Andrew Navaro; Brian Schomburg; WiL Springer,Fantasy Flight Games; Edge Entertainment; Galakta; Heidelberger Spieleverlag; Hobby Japan; Nexus Editrice,,,['Andrew Navaro'],,,,,155,47,,,,,,,https://boardgamegeek.com/boardgame/43111/chaos-in-the-old-world,Rival chaos gods send forth their minions to spread corruption and destruction.
208,War of the Ring,2004,2,4,120,120,12,7.779,10890,3.85,208,14091,2282,14544,883,2258106,96.81,1.63,3067,7,2457,391,406,86,52,106,206,376,935,2100,3100,2500,1500,Adventure; Fantasy; Fighting; Novel-based; Territory Building; Wargame,Action Points; Area Majority / Influence; Area Movement; Campaign / Battle Card Driven; Dice Rolling; Events; Hand Management,Authors: J.R.R. Tolkien; Components: Map (Continental / National scale); Components: Miniatures; Components: Multi-Use Cards; Misc: Dice Tower Hall of Fame; Series: War of the Ring (Nexus/Ares Games),Roberto Di Meglio; Marco Maggi; Francesco Nepitello,John Howe; Matteo Macchi; Fabio Maiorana; Mizio Mencarini; Bob Naismith,Ares Games; asmodee; Devir; Fantasy Flight Games; Fantasy Shop; Galakta; Heidelberger Spieleverlag; Nexus Editrice; Phalanx Games B.V.; Red Glove; Sophisticated Games; Tilsit,,,,,,,,,40,,21,,,,,https://boardgamegeek.com/boardgame/9609/war-of-the-ring,"Rings, Fellowship, diplomacy and war in the Third Age of Middle Earth."
209,Meadow,2021,1,4,60,90,10,7.711,12730,2.25,209,23894,4926,53238,1222,1029114,43.99,1.22,1944,440,1907,246,503,8,25,46,113,345,968,2900,5000,2400,829,Animals; Card Game; Environmental; Puzzle,"Hand Management; Layering; Open Drafting; Set Collection; Solo / Solitaire Game; Worker Placement, Different Worker Types",Digital Implementations: Tabletopia; Game: Meadow (Rebel Studio); Mechanism: Tableau Building; Theme: Ecology; Theme: Nature; Theme: Trees and Forests,Klemens Kalicki,Karolina Kijak; Katarzyna Fiebiger,Rebel Studio; ADC Blackfire Entertainment; Arclight Games; Galápagos Jogos; Games4you; Gém Klub Kft.; Hobby Game Mall; Hobby World; Rebel Sp. z o.o.; Ігромаг,,['Przemek Wojtkowiak'],['Katarzyna Fiebiger'],,"['Bryan Gerding', 'Nordy']",['Agnieszka Możejko'],,159,,30,,,,,,https://boardgamegeek.com/boardgame/314491/meadow,Start your journey into nature and collect cards to become a true nature observer.
210,7 Wonders (Second Edition),2020,3,7,30,30,10,7.831,10370,2.3,210,17303,2013,48366,747,534476,46.05,1.26,1239,460,844,133,124,26,17,30,79,210,659,2400,3900,2000,999,Ancient; Card Game; City Building; Civilization; Economic,Closed Drafting; Hand Management; Neighbor Scope; Set Collection; Simultaneous Action Selection; Variable Player Powers,Category: Dized Tutorial; Constructions: Pyramids; Constructions: The Hanging Gardens of Babylon; Digital Implementations: Board Game Arena; Game: 7 Wonders; Mechanism: Tableau Building; Misc: Watch It Played How To Videos,Antoine Bauza,Miguel Coimbra,Repos Production; ADC Blackfire Entertainment; Galápagos Jogos; Gém Klub Kft.; HaKubia; Hobby Japan; KADABRA; Kaissa Chess & Games; Korea Boardgames; Lifestyle Boardgames Ltd; Rebel Sp. z o.o.; Ігромаг,,,,,,,,164,,29,,,,,,https://boardgamegeek.com/boardgame/316377/7-wonders-second-edition,Draft cards to develop your ancient civilization and build its Wonder of the World.
211,Memoir '44,2004,2,8,30,60,8,7.532,31211,2.27,211,41993,6651,179373,2363,3094436,,1.39,7377,586,5772,791,934,60,96,243,498,1200,3400,8000,10000,5200,2200,Miniatures; Wargame; World War II,Area Majority / Influence; Campaign / Battle Card Driven; Command Cards; Dice Rolling; Die Icon Resolution; Grid Movement; Hand Management; Hexagon Grid; Line of Sight; Modular Board; Movement Points; Scenario / Mission / Campaign Game; Simulation; Team-Based Game; Variable Set-up,Components: Miniatures; Country: France; Country: Germany; Country: USA; Digital Implementations: Board Game Arena; Game: Memoir '44; Misc: Dice Tower Hall of Fame; Players: Two-Player Only Games; Players: Wargames with Rules Supporting Only Two Players; Series: Commands & Colors,Richard Borg,Cyrille Daujean; Julien Delval; Don Perrin; Claude Rica,Days of Wonder; ADC Blackfire Entertainment; Edge Entertainment; Spielworxx,,['Jesse Rasmussen'],['Caroline Sébayhi'],"['Yannick Hennebo', 'Adrien Martinot']",['Jesse Rasmussen'],['Jesse Rasmussen'],,,,,68,,,,,https://boardgamegeek.com/boardgame/10630/memoir-44,Revisit the battles of D-Day and control the forces of the Allies and the Axis!
212,The Red Cathedral,2020,1,4,80,80,10,7.674,14471,2.82,212,26665,3063,50510,1004,958027,33.87,1.10,1943,403,2393,322,385,7,11,38,100,291,1100,3600,6300,2400,679,Dice; Economic,Area Majority / Influence; Contracts; Dice Rolling; End Game Bonuses; Rondel; Solo / Solitaire Game; Victory Points as a Resource,Category: Dized Tutorial; Cities: Moscow (Russia); Components: Control Boards; Country: Russia; Digital Implementations: Tabletopia; Digital Implementations: Yucata; Game: The Red Cathedral; Mechanism: Tableau Building; Occupation: Builder; Series: Small Box Euros (Devir); Theme: Construction,Isra C.; Shei S.,Chema Román; Pedro Soto,Devir; 999 Games; Banana Games; BoardBros; GaGa Games; Hobby Game Mall; IELLO; KOSMOS; Portal Games; Reflexshop; Sugorokuya,,['David Esbri'],['Jordi Roca Parse'],,"['David Esbri', 'Nordy']",,,162,,,,,,,,https://boardgamegeek.com/boardgame/227224/the-red-cathedral,Lead a construction team to build Saint Basil's Cathedral under the Tsar's reign.
